tile_path,class,source_image
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_768.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_896.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1408.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1536.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1664.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1792.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_256_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_384_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_512_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_640_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_768_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_896_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1024_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1152_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1280_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_12_1408_1920.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_12.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\background\DM_Wilson_13_bg_0_0.png,background,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\background\DM_Wilson_13_bg_128_0.png,background,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\background\DM_Wilson_13_bg_256_0.png,background,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_384_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_512_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_640_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_768_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_896_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1024_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1152_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1280_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1408_1024.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_384_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_512_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_640_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_768_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_896_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1024_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1152_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1280_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1408_1152.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_384_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_512_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_640_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_768_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_896_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1024_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1152_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
C:\Users\chinn\Downloads\echotrace_prototype\data_prepared\tiles\shipwreck\DM_Wilson_13_1280_1280.png,shipwreck,C:\Users\chinn\Downloads\echotrace_prototype\data\AI4Shipwrecks\train\images\DM_Wilson_13.png
